COUNTRY_ID,COUNTRY_NAME,YEAR,gender_parity_index,continent,gdp_per_capita
AFG,Afghanistan,2021,0.4460999965667725,Asia,368.754614175459
AND,Andorra,2016,0.9918100237846376,Europe,42137.3272710372
ARE,United Arab Emirates,2021,0.940060019493103,Asia,44315.5541834116
ARM,Armenia,2020,0.9969000220298768,Asia,4966.51347122366
AZE,Azerbaijan,2019,0.9861000180244446,Asia,5387.99797495383
BDI,Burundi,2017,0.6091799736022949,Africa,221.477676223363
BEL,Belgium,2019,0.9914699792861938,Europe,51247.0143531626
BFA,Burkina Faso,2018,0.6134999990463257,Africa,893.077155776863
BGD,Bangladesh,2020,0.8809300065040588,Asia,2457.92487986361
BHR,Bahrain,2020,0.9120799899101256,Asia,26562.9691354026
BIH,Bosnia and Herzegovina,2020,0.9042099714279176,Europe,7143.3105484321
BLR,Belarus,2019,0.9993799924850464,Europe,7302.25779418774
BLZ,Belize,2020,1.000910043716431,America,6228.26730928353
BOL,Bolivia (Plurinational State of),2021,0.8525,America,3345.19658873831
BRA,Brazil,2021,1.0129,America,7507.16097080234
BTN,Bhutan,2017,0.7172999978065491,Asia,3266.36490519183
CHE,Switzerland,2019,0.9988099932670592,Europe,91991.6004583563
CHL,Chile,2020,0.9875,America,16265.0959767147
COD,Democratic Republic of the Congo,2016,0.6373599767684937,Africa,577.209215199828
COL,Colombia,2021,1.0157,America,6104.1367093039
CPV,Cabo Verde,2015,0.9057999849319458,Africa,3293.23305430614
CRI,Costa Rica,2021,0.9999,America,12472.4437294954
CUW,Curaçao,2020,1.002879977226257,America,17717.5964802588
CYM,Cayman Islands,2015,0.999019980430603,America,86568.7696368603
CYP,Cyprus,2020,0.969879984855652,Asia,31551.81640625
CZE,Czechia,2019,1.000360012054443,Europe,26821.2452279995
DEU,Germany,2020,1.0,Europe,51203.5544731043
DOM,Dominican Republic,2021,1.0144,America,8476.75215730978
ECU,Ecuador,2021,0.9729,America,5965.13287054416
ESP,Spain,2020,0.9732199907302856,Europe,30103.513733191
EST,Estonia,2020,1.000959992408752,Europe,27943.701219882
FRA,France,2019,0.9956200122833252,Europe,43658.9789781222
GBR,United Kingdom of Great Britain and Northern Ireland,2020,1.0,Europe,46510.2827819127
GEO,Georgia,2019,0.995039999485016,Asia,5023.27437961979
GIN,Guinea,2018,0.412559986114502,Africa,1189.17599946631
GRC,Greece,2020,0.9748200178146362,Europe,20192.5963039061
GRL,Greenland,2019,1.0,America,54571.2091605745
GTM,Guatemala,2019,0.8117700219154358,America,5025.5422907779
HKG,"China, Hong Kong Special Administrative Region",2019,0.9614099860191344,Asia,49800.5424137576
HND,Honduras,2019,1.0111,America,2771.71746050946
HUN,Hungary,2020,0.9993299841880798,Europe,18728.1218948689
IDN,Indonesia,2020,0.9275000095367432,Asia,4332.70928089396
IND,India,2020,0.7287300229072571,Asia,2256.59040870506
ISR,Israel,2015,0.9723700284957886,Asia,52170.7118623335
ITA,Italy,2020,0.9772300124168396,Europe,35657.4975631691
JOR,Jordan,2020,0.9214699864387512,Asia,4103.25896599583
KAZ,Kazakhstan,2018,0.9998400211334229,Asia,10373.7897924367
KHM,Cambodia,2015,0.4789499938488007,Asia,1625.23501955454
KOR,Republic of Korea,2015,0.9442999958992004,Asia,34997.7816427848
KWT,Kuwait,2018,1.090929985046387,Asia,24300.32943621
LTU,Lithuania,2020,0.9967600107192992,Europe,23723.3402510345
LVA,Latvia,2019,1.0,Europe,21148.1629405415
MAC,"China, Macao Special Administrative Region",2016,0.9537699818611144,Asia,43873.5911643329
MDA,Republic of Moldova,2019,0.998170018196106,Europe,5230.66173289497
MDG,Madagascar,2018,0.9309499859809875,Africa,500.511031950657
MEX,Mexico,2020,0.9768,America,10045.6805004963
MKD,North Macedonia,2020,0.9422500133514404,Europe,6694.64112581709
MLI,Mali,2020,0.5250300168991089,Africa,873.794862375503
MLT,Malta,2020,0.9934800267219543,Europe,33486.671983855
MMR,Myanmar,2019,0.8772500157356262,Asia,1209.92694225482
MNG,Mongolia,2020,1.016440033912659,Asia,4566.14015433014
MOZ,Mozambique,2017,0.620959997177124,Africa,491.839112773674
MYS,Malaysia,2019,0.9634400010108948,Asia,11109.2618387745
NLD,Netherlands,2020,0.9958000183105468,Europe,57767.8788108173
NOR,Norway,2019,0.9986199736595154,Europe,89154.2760934922
OMN,Oman,2020,0.9672899842262268,Asia,19509.4664633867
PAK,Pakistan,2019,0.769540011882782,Asia,1505.01019279429
PAN,Panama,2021,0.9933,America,14617.6044816372
PER,Peru,2021,0.8742,America,6621.57433601881
PHL,Philippines,2019,1.050840020179749,Asia,3460.53096344408
POL,Poland,2020,0.9962800145149232,Europe,17999.9099495446
PRI,Puerto Rico,2017,1.00478994846344,America,32640.710335631
PRT,Portugal,2020,0.9476500153541564,Europe,24567.5092651
PRY,Paraguay,2021,0.9721,America,5891.49996504641
PSE,Palestine,2020,0.9558699727058412,Asia,3663.96905468875
QAT,Qatar,2017,1.031049966812134,Asia,66838.357433014
ROU,Romania,2019,0.9945399761199952,Europe,14858.2294290445
RWA,Rwanda,2018,0.7791699767112732,Africa,822.3479885942
SAU,Saudi Arabia,2020,0.9071800112724304,Asia,23185.8707917797
SEN,Senegal,2017,0.4148400127887726,Africa,1636.89320864296
SGP,Singapore,2020,0.944029986858368,Asia,72794.0030226738
SLV,El Salvador,2020,0.8782,America,4551.18466141298
SMR,San Marino,2018,0.9779800176620485,Europe,45320.2087156066
SRB,Serbia,2019,0.9766700267791748,Europe,9230.17831602601
SVK,Slovakia,2019,1.000499963760376,Europe,21391.9253336042
SVN,Slovenia,2019,0.999090015888214,Europe,29291.4006234431
SWE,Sweden,2019,1.0,Europe,61028.7380600287
THA,Thailand,2019,0.9169999957084656,Asia,7066.19054595323
TUR,Turkey,2019,0.8888800144195557,Asia,9661.23597511355
URY,Uruguay,2021,1.0106,America,17313.1883484186
USA,United States of America,2020,1.000679969787598,America,70248.6290002242
UZB,Uzbekistan,2021,0.9999600052833556,Asia,1983.06472288992
VCT,Saint Vincent and the Grenadines,2017,0.9991700053215028,America,8666.38704104884
VEN,Venezuela (Bolivarian Republic of),2016,1.014660000801086,America,15975.7293753361
VNM,Viet Nam,2019,0.946399986743927,Asia,3756.48912117326
ZAF,South Africa,2019,0.8164399862289429,Africa,7055.04477598783
ZWE,Zimbabwe,2017,0.9146000146865844,Africa,1773.92041088078
