indicator_name,entity_name,year,value_label,value,female_pop,width,female_pop_annot
Can a woman work in an industrial job in the same way as a man?,China,2021,no,-1,691219627.0,17.782727766277976,691.219627
Can a woman work at night in the same way as a man?,China,2021,yes,1,691219627.0,17.782727766277976,691.219627
Does the law mandate equal remuneration for work of equal value?,China,2021,no,-1,691219627.0,17.782727766277976,691.219627
Can a woman work in a job deemed dangerous in the same way as a man?,China,2021,no,-1,691219627.0,17.782727766277976,691.219627
Can a woman work in a job deemed dangerous in the same way as a man?,India,2021,yes,1,681060412.0,17.521365751069908,681.060412
Can a woman work in an industrial job in the same way as a man?,India,2021,no,-1,681060412.0,17.521365751069908,681.060412
Does the law mandate equal remuneration for work of equal value?,India,2021,no,-1,681060412.0,17.521365751069908,681.060412
Can a woman work at night in the same way as a man?,India,2021,no,-1,681060412.0,17.521365751069908,681.060412
Can a woman work in an industrial job in the same way as a man?,United States,2021,yes,1,167480460.0,4.308702053610824,167.48046
Can a woman work in a job deemed dangerous in the same way as a man?,United States,2021,yes,1,167480460.0,4.308702053610824,167.48046
Does the law mandate equal remuneration for work of equal value?,United States,2021,no,-1,167480460.0,4.308702053610824,167.48046
Can a woman work at night in the same way as a man?,United States,2021,yes,1,167480460.0,4.308702053610824,167.48046
Can a woman work in a job deemed dangerous in the same way as a man?,Indonesia,2021,yes,1,135900714.0,3.496262701326335,135.900714
Can a woman work in an industrial job in the same way as a man?,Indonesia,2021,yes,1,135900714.0,3.496262701326335,135.900714
Can a woman work at night in the same way as a man?,Indonesia,2021,yes,1,135900714.0,3.496262701326335,135.900714
Does the law mandate equal remuneration for work of equal value?,Indonesia,2021,no,-1,135900714.0,3.496262701326335,135.900714
Can a woman work in a job deemed dangerous in the same way as a man?,Pakistan,2021,yes,1,114586264.0,2.9479144672303383,114.586264
Can a woman work at night in the same way as a man?,Pakistan,2021,yes,1,114586264.0,2.9479144672303383,114.586264
Does the law mandate equal remuneration for work of equal value?,Pakistan,2021,no,-1,114586264.0,2.9479144672303383,114.586264
Can a woman work in an industrial job in the same way as a man?,Pakistan,2021,no,-1,114586264.0,2.9479144672303383,114.586264
Can a woman work in a job deemed dangerous in the same way as a man?,Brazil,2021,yes,1,109034931.0,2.805097568486583,109.034931
Can a woman work in an industrial job in the same way as a man?,Brazil,2021,yes,1,109034931.0,2.805097568486583,109.034931
Does the law mandate equal remuneration for work of equal value?,Brazil,2021,no,-1,109034931.0,2.805097568486583,109.034931
Can a woman work at night in the same way as a man?,Brazil,2021,yes,1,109034931.0,2.805097568486583,109.034931
Can a woman work in a job deemed dangerous in the same way as a man?,Nigeria,2021,yes,1,105574310.0,2.7160675717367013,105.57431
Can a woman work in an industrial job in the same way as a man?,Nigeria,2021,no,-1,105574310.0,2.7160675717367013,105.57431
Does the law mandate equal remuneration for work of equal value?,Nigeria,2021,no,-1,105574310.0,2.7160675717367013,105.57431
Can a woman work at night in the same way as a man?,Nigeria,2021,yes,1,105574310.0,2.7160675717367013,105.57431
Does the law mandate equal remuneration for work of equal value?,Bangladesh,2021,no,-1,85358163.0,2.195974934691172,85.358163
Can a woman work at night in the same way as a man?,Bangladesh,2021,yes,1,85358163.0,2.195974934691172,85.358163
Can a woman work in an industrial job in the same way as a man?,Bangladesh,2021,no,-1,85358163.0,2.195974934691172,85.358163
Can a woman work in a job deemed dangerous in the same way as a man?,Bangladesh,2021,no,-1,85358163.0,2.195974934691172,85.358163
Can a woman work at night in the same way as a man?,Russia,2021,yes,1,76824577.0,1.9764348192480656,76.824577
Can a woman work in a job deemed dangerous in the same way as a man?,Russia,2021,no,-1,76824577.0,1.9764348192480656,76.824577
Can a woman work in an industrial job in the same way as a man?,Russia,2021,no,-1,76824577.0,1.9764348192480656,76.824577
Does the law mandate equal remuneration for work of equal value?,Russia,2021,yes,1,76824577.0,1.9764348192480656,76.824577
Can a woman work in an industrial job in the same way as a man?,Mexico,2021,yes,1,64849001.0,1.6683440192563979,64.849001
Can a woman work in a job deemed dangerous in the same way as a man?,Mexico,2021,yes,1,64849001.0,1.6683440192563979,64.849001
Can a woman work at night in the same way as a man?,Mexico,2021,yes,1,64849001.0,1.6683440192563979,64.849001
Does the law mandate equal remuneration for work of equal value?,Mexico,2021,no,-1,64849001.0,1.6683440192563979,64.849001
Does the law mandate equal remuneration for work of equal value?,Japan,2021,no,-1,64594414.0,1.6617943624801828,64.594414
Can a woman work in a job deemed dangerous in the same way as a man?,Japan,2021,no,-1,64594414.0,1.6617943624801828,64.594414
Can a woman work in an industrial job in the same way as a man?,Japan,2021,no,-1,64594414.0,1.6617943624801828,64.594414
Can a woman work at night in the same way as a man?,Japan,2021,yes,1,64594414.0,1.6617943624801828,64.594414
Can a woman work at night in the same way as a man?,Ethiopia,2021,yes,1,59839622.0,1.5394697518665488,59.839622
Can a woman work in an industrial job in the same way as a man?,Ethiopia,2021,no,-1,59839622.0,1.5394697518665488,59.839622
Does the law mandate equal remuneration for work of equal value?,Ethiopia,2021,no,-1,59839622.0,1.5394697518665488,59.839622
Can a woman work in a job deemed dangerous in the same way as a man?,Ethiopia,2021,no,-1,59839622.0,1.5394697518665488,59.839622
Can a woman work in a job deemed dangerous in the same way as a man?,Philippines,2021,yes,1,56062865.0,1.4423066521121712,56.062865
Does the law mandate equal remuneration for work of equal value?,Philippines,2021,yes,1,56062865.0,1.4423066521121712,56.062865
Can a woman work at night in the same way as a man?,Philippines,2021,yes,1,56062865.0,1.4423066521121712,56.062865
Can a woman work in an industrial job in the same way as a man?,Philippines,2021,yes,1,56062865.0,1.4423066521121712,56.062865
Does the law mandate equal remuneration for work of equal value?,Egypt,2021,no,-1,54001891.0,1.3892848076161712,54.001891
Can a woman work in a job deemed dangerous in the same way as a man?,Egypt,2021,no,-1,54001891.0,1.3892848076161712,54.001891
Can a woman work at night in the same way as a man?,Egypt,2021,no,-1,54001891.0,1.3892848076161712,54.001891
Can a woman work in an industrial job in the same way as a man?,Egypt,2021,no,-1,54001891.0,1.3892848076161712,54.001891
Does the law mandate equal remuneration for work of equal value?,Vietnam,2021,yes,1,49331842.0,1.2691403458875423,49.331842
Can a woman work in a job deemed dangerous in the same way as a man?,Vietnam,2021,yes,1,49331842.0,1.2691403458875423,49.331842
Can a woman work in an industrial job in the same way as a man?,Vietnam,2021,yes,1,49331842.0,1.2691403458875423,49.331842
Can a woman work at night in the same way as a man?,Vietnam,2021,yes,1,49331842.0,1.2691403458875423,49.331842
Can a woman work in an industrial job in the same way as a man?,DR Congo,2021,yes,1,48319268.0,1.2430902641452726,48.319268
Can a woman work in a job deemed dangerous in the same way as a man?,DR Congo,2021,no,-1,48319268.0,1.2430902641452726,48.319268
Does the law mandate equal remuneration for work of equal value?,DR Congo,2021,no,-1,48319268.0,1.2430902641452726,48.319268
Can a woman work at night in the same way as a man?,DR Congo,2021,yes,1,48319268.0,1.2430902641452726,48.319268
Can a woman work in a job deemed dangerous in the same way as a man?,Iran,2021,no,-1,43496643.0,1.119020541377047,43.496643
Can a woman work in an industrial job in the same way as a man?,Iran,2021,yes,1,43496643.0,1.119020541377047,43.496643
Does the law mandate equal remuneration for work of equal value?,Iran,2021,no,-1,43496643.0,1.119020541377047,43.496643
Can a woman work at night in the same way as a man?,Iran,2021,yes,1,43496643.0,1.119020541377047,43.496643
Does the law mandate equal remuneration for work of equal value?,T端rkiye,2021,yes,1,42285574.0,1.0878638590550354,42.285574
Can a woman work in an industrial job in the same way as a man?,T端rkiye,2021,no,-1,42285574.0,1.0878638590550354,42.285574
Can a woman work in a job deemed dangerous in the same way as a man?,T端rkiye,2021,yes,1,42285574.0,1.0878638590550354,42.285574
Can a woman work at night in the same way as a man?,T端rkiye,2021,yes,1,42285574.0,1.0878638590550354,42.285574
Can a woman work at night in the same way as a man?,Germany,2021,yes,1,42146923.0,1.084296840858195,42.146923
Does the law mandate equal remuneration for work of equal value?,Germany,2021,yes,1,42146923.0,1.084296840858195,42.146923
Can a woman work in a job deemed dangerous in the same way as a man?,Germany,2021,yes,1,42146923.0,1.084296840858195,42.146923
Can a woman work in an industrial job in the same way as a man?,Germany,2021,yes,1,42146923.0,1.084296840858195,42.146923
Does the law mandate equal remuneration for work of equal value?,Thailand,2021,yes,1,36807094.0,1.0,36.807094
Can a woman work in a job deemed dangerous in the same way as a man?,Thailand,2021,yes,1,36807094.0,1.0,36.807094
Can a woman work in an industrial job in the same way as a man?,Thailand,2021,no,-1,36807094.0,1.0,36.807094
Can a woman work at night in the same way as a man?,Thailand,2021,yes,1,36807094.0,1.0,36.807094
Can a woman work in a job deemed dangerous in the same way as a man?,France,2021,yes,1,34998692.0,1.0,34.998692
Does the law mandate equal remuneration for work of equal value?,France,2021,yes,1,34998692.0,1.0,34.998692
Can a woman work in an industrial job in the same way as a man?,France,2021,yes,1,34998692.0,1.0,34.998692
Can a woman work at night in the same way as a man?,France,2021,yes,1,34998692.0,1.0,34.998692
Can a woman work at night in the same way as a man?,United Kingdom,2021,yes,1,34065491.0,1.0,34.065491
Can a woman work in a job deemed dangerous in the same way as a man?,United Kingdom,2021,yes,1,34065491.0,1.0,34.065491
Does the law mandate equal remuneration for work of equal value?,United Kingdom,2021,yes,1,34065491.0,1.0,34.065491
Can a woman work in an industrial job in the same way as a man?,United Kingdom,2021,yes,1,34065491.0,1.0,34.065491
Can a woman work in a job deemed dangerous in the same way as a man?,Tanzania,2021,yes,1,32170681.0,1.0,32.170681
Can a woman work in an industrial job in the same way as a man?,Tanzania,2021,yes,1,32170681.0,1.0,32.170681
Does the law mandate equal remuneration for work of equal value?,Tanzania,2021,yes,1,32170681.0,1.0,32.170681
Can a woman work at night in the same way as a man?,Tanzania,2021,yes,1,32170681.0,1.0,32.170681
Can a woman work at night in the same way as a man?,South Africa,2021,yes,1,30497646.0,1.0,30.497646
Does the law mandate equal remuneration for work of equal value?,South Africa,2021,yes,1,30497646.0,1.0,30.497646
Can a woman work in an industrial job in the same way as a man?,South Africa,2021,yes,1,30497646.0,1.0,30.497646
Can a woman work in a job deemed dangerous in the same way as a man?,South Africa,2021,yes,1,30497646.0,1.0,30.497646
Does the law mandate equal remuneration for work of equal value?,Italy,2021,yes,1,30300094.0,1.0,30.300094
Can a woman work in an industrial job in the same way as a man?,Italy,2021,yes,1,30300094.0,1.0,30.300094
Can a woman work in a job deemed dangerous in the same way as a man?,Italy,2021,yes,1,30300094.0,1.0,30.300094
Can a woman work at night in the same way as a man?,Italy,2021,yes,1,30300094.0,1.0,30.300094
Can a woman work at night in the same way as a man?,Myanmar,2021,yes,1,27015414.0,1.0,27.015414
Can a woman work in a job deemed dangerous in the same way as a man?,Myanmar,2021,yes,1,27015414.0,1.0,27.015414
Can a woman work in an industrial job in the same way as a man?,Myanmar,2021,no,-1,27015414.0,1.0,27.015414
Does the law mandate equal remuneration for work of equal value?,Myanmar,2021,no,-1,27015414.0,1.0,27.015414
Can a woman work in a job deemed dangerous in the same way as a man?,Kenya,2021,yes,1,26726429.0,1.0,26.726429
Can a woman work in an industrial job in the same way as a man?,Kenya,2021,yes,1,26726429.0,1.0,26.726429
Can a woman work at night in the same way as a man?,Kenya,2021,yes,1,26726429.0,1.0,26.726429
Does the law mandate equal remuneration for work of equal value?,Kenya,2021,yes,1,26726429.0,1.0,26.726429
Does the law mandate equal remuneration for work of equal value?,Colombia,2021,no,-1,26101321.0,1.0,26.101321
Can a woman work at night in the same way as a man?,Colombia,2021,yes,1,26101321.0,1.0,26.101321
Can a woman work in a job deemed dangerous in the same way as a man?,Colombia,2021,yes,1,26101321.0,1.0,26.101321
Can a woman work in an industrial job in the same way as a man?,Colombia,2021,no,-1,26101321.0,1.0,26.101321
Can a woman work in a job deemed dangerous in the same way as a man?,South Korea,2021,no,-1,25902500.0,1.0,25.9025
Can a woman work in an industrial job in the same way as a man?,South Korea,2021,no,-1,25902500.0,1.0,25.9025
Does the law mandate equal remuneration for work of equal value?,South Korea,2021,no,-1,25902500.0,1.0,25.9025
Can a woman work at night in the same way as a man?,South Korea,2021,yes,1,25902500.0,1.0,25.9025
Can a woman work in a job deemed dangerous in the same way as a man?,Spain,2021,yes,1,24178913.0,1.0,24.178913
Does the law mandate equal remuneration for work of equal value?,Spain,2021,yes,1,24178913.0,1.0,24.178913
Can a woman work in an industrial job in the same way as a man?,Spain,2021,yes,1,24178913.0,1.0,24.178913
Can a woman work at night in the same way as a man?,Spain,2021,yes,1,24178913.0,1.0,24.178913
Can a woman work at night in the same way as a man?,Ukraine,2021,no,-1,23524526.0,1.0,23.524526
Can a woman work in a job deemed dangerous in the same way as a man?,Ukraine,2021,no,-1,23524526.0,1.0,23.524526
Can a woman work in an industrial job in the same way as a man?,Ukraine,2021,no,-1,23524526.0,1.0,23.524526
Does the law mandate equal remuneration for work of equal value?,Ukraine,2021,no,-1,23524526.0,1.0,23.524526
Can a woman work in an industrial job in the same way as a man?,Uganda,2021,yes,1,23153140.0,1.0,23.15314
Does the law mandate equal remuneration for work of equal value?,Uganda,2021,yes,1,23153140.0,1.0,23.15314
Can a woman work at night in the same way as a man?,Uganda,2021,yes,1,23153140.0,1.0,23.15314
Can a woman work in a job deemed dangerous in the same way as a man?,Uganda,2021,yes,1,23153140.0,1.0,23.15314
Can a woman work in a job deemed dangerous in the same way as a man?,Argentina,2021,no,-1,23130548.0,1.0,23.130548
Can a woman work in an industrial job in the same way as a man?,Argentina,2021,no,-1,23130548.0,1.0,23.130548
Can a woman work at night in the same way as a man?,Argentina,2021,yes,1,23130548.0,1.0,23.130548
Does the law mandate equal remuneration for work of equal value?,Argentina,2021,yes,1,23130548.0,1.0,23.130548
Can a woman work at night in the same way as a man?,Sudan,2021,no,-1,22842482.0,1.0,22.842482
Can a woman work in an industrial job in the same way as a man?,Sudan,2021,no,-1,22842482.0,1.0,22.842482
Does the law mandate equal remuneration for work of equal value?,Sudan,2021,no,-1,22842482.0,1.0,22.842482
Can a woman work in a job deemed dangerous in the same way as a man?,Sudan,2021,no,-1,22842482.0,1.0,22.842482
Can a woman work in a job deemed dangerous in the same way as a man?,Iraq,2021,no,-1,21736184.0,1.0,21.736184
Can a woman work in an industrial job in the same way as a man?,Iraq,2021,yes,1,21736184.0,1.0,21.736184
Does the law mandate equal remuneration for work of equal value?,Iraq,2021,yes,1,21736184.0,1.0,21.736184
Can a woman work at night in the same way as a man?,Iraq,2021,no,-1,21736184.0,1.0,21.736184
Can a woman work in a job deemed dangerous in the same way as a man?,Algeria,2021,no,-1,21680725.0,1.0,21.680725
Can a woman work in an industrial job in the same way as a man?,Algeria,2021,yes,1,21680725.0,1.0,21.680725
Does the law mandate equal remuneration for work of equal value?,Algeria,2021,yes,1,21680725.0,1.0,21.680725
Can a woman work at night in the same way as a man?,Algeria,2021,no,-1,21680725.0,1.0,21.680725
Can a woman work in an industrial job in the same way as a man?,Afghanistan,2021,no,-1,19844584.0,1.0,19.844584
Can a woman work in a job deemed dangerous in the same way as a man?,Afghanistan,2021,no,-1,19844584.0,1.0,19.844584
Does the law mandate equal remuneration for work of equal value?,Afghanistan,2021,no,-1,19844584.0,1.0,19.844584
Can a woman work at night in the same way as a man?,Afghanistan,2021,no,-1,19844584.0,1.0,19.844584
Can a woman work at night in the same way as a man?,Poland,2021,yes,1,19493868.0,1.0,19.493868
Can a woman work in an industrial job in the same way as a man?,Poland,2021,yes,1,19493868.0,1.0,19.493868
Does the law mandate equal remuneration for work of equal value?,Poland,2021,yes,1,19493868.0,1.0,19.493868
Can a woman work in a job deemed dangerous in the same way as a man?,Poland,2021,yes,1,19493868.0,1.0,19.493868
Can a woman work at night in the same way as a man?,Canada,2021,yes,1,19240835.0,1.0,19.240835
Does the law mandate equal remuneration for work of equal value?,Canada,2021,yes,1,19240835.0,1.0,19.240835
Can a woman work in an industrial job in the same way as a man?,Canada,2021,yes,1,19240835.0,1.0,19.240835
Can a woman work in a job deemed dangerous in the same way as a man?,Canada,2021,yes,1,19240835.0,1.0,19.240835
Can a woman work in an industrial job in the same way as a man?,Morocco,2021,no,-1,18410922.0,1.0,18.410922
Does the law mandate equal remuneration for work of equal value?,Morocco,2021,yes,1,18410922.0,1.0,18.410922
Can a woman work in a job deemed dangerous in the same way as a man?,Morocco,2021,no,-1,18410922.0,1.0,18.410922
Can a woman work at night in the same way as a man?,Morocco,2021,yes,1,18410922.0,1.0,18.410922
Can a woman work at night in the same way as a man?,Angola,2021,yes,1,17452283.0,1.0,17.452283
Does the law mandate equal remuneration for work of equal value?,Angola,2021,yes,1,17452283.0,1.0,17.452283
Can a woman work in an industrial job in the same way as a man?,Angola,2021,no,-1,17452283.0,1.0,17.452283
Can a woman work in a job deemed dangerous in the same way as a man?,Angola,2021,no,-1,17452283.0,1.0,17.452283
Can a woman work at night in the same way as a man?,Uzbekistan,2021,yes,1,17446107.0,1.0,17.446107
Can a woman work in an industrial job in the same way as a man?,Uzbekistan,2021,no,-1,17446107.0,1.0,17.446107
Can a woman work in a job deemed dangerous in the same way as a man?,Uzbekistan,2021,no,-1,17446107.0,1.0,17.446107
Does the law mandate equal remuneration for work of equal value?,Uzbekistan,2021,no,-1,17446107.0,1.0,17.446107
Can a woman work at night in the same way as a man?,Peru,2021,yes,1,17020361.0,1.0,17.020361
Does the law mandate equal remuneration for work of equal value?,Peru,2021,yes,1,17020361.0,1.0,17.020361
Can a woman work in an industrial job in the same way as a man?,Peru,2021,yes,1,17020361.0,1.0,17.020361
Can a woman work in a job deemed dangerous in the same way as a man?,Peru,2021,yes,1,17020361.0,1.0,17.020361
Can a woman work in an industrial job in the same way as a man?,Ghana,2021,no,-1,16457496.0,1.0,16.457496
Does the law mandate equal remuneration for work of equal value?,Ghana,2021,no,-1,16457496.0,1.0,16.457496
Can a woman work at night in the same way as a man?,Ghana,2021,yes,1,16457496.0,1.0,16.457496
Can a woman work in a job deemed dangerous in the same way as a man?,Ghana,2021,yes,1,16457496.0,1.0,16.457496
Can a woman work at night in the same way as a man?,Malaysia,2021,yes,1,16407343.0,1.0,16.407343
Does the law mandate equal remuneration for work of equal value?,Malaysia,2021,no,-1,16407343.0,1.0,16.407343
Can a woman work in an industrial job in the same way as a man?,Malaysia,2021,no,-1,16407343.0,1.0,16.407343
Can a woman work in a job deemed dangerous in the same way as a man?,Malaysia,2021,yes,1,16407343.0,1.0,16.407343
Can a woman work in an industrial job in the same way as a man?,Mozambique,2021,yes,1,16339849.0,1.0,16.339849
Can a woman work in a job deemed dangerous in the same way as a man?,Mozambique,2021,no,-1,16339849.0,1.0,16.339849
Can a woman work at night in the same way as a man?,Mozambique,2021,yes,1,16339849.0,1.0,16.339849
Does the law mandate equal remuneration for work of equal value?,Mozambique,2021,no,-1,16339849.0,1.0,16.339849
Does the law mandate equal remuneration for work of equal value?,Yemen,2021,no,-1,16313210.0,1.0,16.31321
Can a woman work in a job deemed dangerous in the same way as a man?,Yemen,2021,no,-1,16313210.0,1.0,16.31321
Can a woman work at night in the same way as a man?,Yemen,2021,no,-1,16313210.0,1.0,16.31321
Can a woman work in an industrial job in the same way as a man?,Yemen,2021,yes,1,16313210.0,1.0,16.31321
Can a woman work at night in the same way as a man?,Nepal,2021,yes,1,15664025.0,1.0,15.664025
Can a woman work in an industrial job in the same way as a man?,Nepal,2021,yes,1,15664025.0,1.0,15.664025
Can a woman work in a job deemed dangerous in the same way as a man?,Nepal,2021,yes,1,15664025.0,1.0,15.664025
Does the law mandate equal remuneration for work of equal value?,Nepal,2021,yes,1,15664025.0,1.0,15.664025
Can a woman work at night in the same way as a man?,Saudi Arabia,2021,yes,1,15184150.0,1.0,15.18415
Does the law mandate equal remuneration for work of equal value?,Saudi Arabia,2021,yes,1,15184150.0,1.0,15.18415
Can a woman work in an industrial job in the same way as a man?,Saudi Arabia,2021,yes,1,15184150.0,1.0,15.18415
Can a woman work in a job deemed dangerous in the same way as a man?,Saudi Arabia,2021,yes,1,15184150.0,1.0,15.18415
Can a woman work in an industrial job in the same way as a man?,Madagascar,2021,no,-1,14424717.0,1.0,14.424717
Can a woman work at night in the same way as a man?,Madagascar,2021,yes,1,14424717.0,1.0,14.424717
Can a woman work in a job deemed dangerous in the same way as a man?,Madagascar,2021,no,-1,14424717.0,1.0,14.424717
Does the law mandate equal remuneration for work of equal value?,Madagascar,2021,no,-1,14424717.0,1.0,14.424717
Can a woman work in a job deemed dangerous in the same way as a man?,Venezuela,2021,yes,1,14243056.0,1.0,14.243056
Can a woman work in an industrial job in the same way as a man?,Venezuela,2021,yes,1,14243056.0,1.0,14.243056
Does the law mandate equal remuneration for work of equal value?,Venezuela,2021,no,-1,14243056.0,1.0,14.243056
Can a woman work at night in the same way as a man?,Venezuela,2021,yes,1,14243056.0,1.0,14.243056
Can a woman work at night in the same way as a man?,Cameroon,2021,yes,1,13634397.0,1.0,13.634397
Does the law mandate equal remuneration for work of equal value?,Cameroon,2021,no,-1,13634397.0,1.0,13.634397
Can a woman work in an industrial job in the same way as a man?,Cameroon,2021,no,-1,13634397.0,1.0,13.634397
Can a woman work in a job deemed dangerous in the same way as a man?,Cameroon,2021,no,-1,13634397.0,1.0,13.634397
Can a woman work at night in the same way as a man?,Cote d'Ivoire,2021,yes,1,13600535.0,1.0,13.600535
Does the law mandate equal remuneration for work of equal value?,Cote d'Ivoire,2021,yes,1,13600535.0,1.0,13.600535
Can a woman work in an industrial job in the same way as a man?,Cote d'Ivoire,2021,no,-1,13600535.0,1.0,13.600535
Can a woman work in a job deemed dangerous in the same way as a man?,Cote d'Ivoire,2021,no,-1,13600535.0,1.0,13.600535
Does the law mandate equal remuneration for work of equal value?,Australia,2021,yes,1,12936002.0,1.0,12.936002
Can a woman work in an industrial job in the same way as a man?,Australia,2021,yes,1,12936002.0,1.0,12.936002
Can a woman work in a job deemed dangerous in the same way as a man?,Australia,2021,yes,1,12936002.0,1.0,12.936002
Can a woman work at night in the same way as a man?,Australia,2021,yes,1,12936002.0,1.0,12.936002
Can a woman work at night in the same way as a man?,Niger,2021,yes,1,12443587.0,1.0,12.443587
Can a woman work in an industrial job in the same way as a man?,Niger,2021,yes,1,12443587.0,1.0,12.443587
Can a woman work in a job deemed dangerous in the same way as a man?,Niger,2021,no,-1,12443587.0,1.0,12.443587
Does the law mandate equal remuneration for work of equal value?,Niger,2021,yes,1,12443587.0,1.0,12.443587
Can a woman work in a job deemed dangerous in the same way as a man?,Sri Lanka,2021,yes,1,11481595.0,1.0,11.481595
Can a woman work in an industrial job in the same way as a man?,Sri Lanka,2021,no,-1,11481595.0,1.0,11.481595
Does the law mandate equal remuneration for work of equal value?,Sri Lanka,2021,no,-1,11481595.0,1.0,11.481595
Can a woman work at night in the same way as a man?,Sri Lanka,2021,no,-1,11481595.0,1.0,11.481595
Can a woman work in an industrial job in the same way as a man?,Burkina Faso,2021,no,-1,11089986.0,1.0,11.089986
Can a woman work in a job deemed dangerous in the same way as a man?,Burkina Faso,2021,no,-1,11089986.0,1.0,11.089986
Can a woman work at night in the same way as a man?,Burkina Faso,2021,yes,1,11089986.0,1.0,11.089986
Does the law mandate equal remuneration for work of equal value?,Burkina Faso,2021,no,-1,11089986.0,1.0,11.089986
Can a woman work at night in the same way as a man?,Mali,2021,yes,1,10844239.0,1.0,10.844239
Does the law mandate equal remuneration for work of equal value?,Mali,2021,yes,1,10844239.0,1.0,10.844239
Can a woman work in an industrial job in the same way as a man?,Mali,2021,no,-1,10844239.0,1.0,10.844239
Can a woman work in a job deemed dangerous in the same way as a man?,Mali,2021,no,-1,10844239.0,1.0,10.844239
Can a woman work at night in the same way as a man?,Syria,2021,no,-1,10643230.0,1.0,10.64323
Can a woman work in an industrial job in the same way as a man?,Syria,2021,no,-1,10643230.0,1.0,10.64323
Can a woman work in a job deemed dangerous in the same way as a man?,Syria,2021,no,-1,10643230.0,1.0,10.64323
Does the law mandate equal remuneration for work of equal value?,Syria,2021,no,-1,10643230.0,1.0,10.64323
Does the law mandate equal remuneration for work of equal value?,Malawi,2021,yes,1,10218942.0,1.0,10.218942
Can a woman work at night in the same way as a man?,Malawi,2021,yes,1,10218942.0,1.0,10.218942
Can a woman work in an industrial job in the same way as a man?,Malawi,2021,yes,1,10218942.0,1.0,10.218942
Can a woman work in a job deemed dangerous in the same way as a man?,Malawi,2021,yes,1,10218942.0,1.0,10.218942
Can a woman work in a job deemed dangerous in the same way as a man?,Romania,2021,yes,1,9875794.0,1.0,9.875794
Can a woman work at night in the same way as a man?,Romania,2021,yes,1,9875794.0,1.0,9.875794
